year,country,co2_pp,hdi,co2_pp_area,region
1994,Georgia,1.19,,1.090871211,Eastern Europe
1994,Germany,10.7,0.828,3.271085447,European Community
1994,Ghana,0.303,0.47,0.550454358,Sub-Saharan Africa
1994,Greece,7.29,0.772,2.7,European Community
1994,Grenada,1.44,,1.2,Latin America and Caribbean
1994,Guatemala,0.672,0.5,0.819756061,Latin America and Caribbean
1994,Guinea,0.166,0.286,0.407430976,Sub-Saharan Africa
1994,Guinea-Bissau,0.165,,0.40620192,Sub-Saharan Africa
1994,Guyana,1.83,0.576,1.352774926,Latin America and Caribbean
1994,Haiti,0.0392,0.416,0.197989899,Latin America and Caribbean
1994,Honduras,0.601,0.525,0.775241898,Latin America and Caribbean
1994,Hungary,5.68,0.733,2.383275058,European Community
1994,Iceland,7.58,0.818,2.75317998,Western Europe exc EC
1994,India,0.812,0.453,0.901110426,Asia and Oceania
1994,Indonesia,1.14,0.554,1.067707825,Asia and Oceania
1994,Iran,4.44,0.623,2.107130751,Middle East and N Africa
1994,Iraq,3.64,0.561,1.907878403,Middle East and N Africa
1994,Ireland,9.01,0.788,3.001666204,European Community
1994,Israel,9.37,0.811,3.061045573,Middle East and N Africa
1994,Italy,7.12,0.793,2.668332813,European Community
1994,Jamaica,3.26,0.669,1.805547009,Latin America and Caribbean
1994,Japan,9.31,0.834,3.05122926,Asia and Oceania
1994,Jordan,3.1,0.673,1.760681686,Middle East and N Africa
1994,Kazakhstan,12.3,0.668,3.507135583,Eastern Europe
1994,Kenya,0.247,0.46,0.496990946,Sub-Saharan Africa
1994,Kiribati,0.383,,0.618869938,Asia and Oceania
1994,Kuwait,23.4,0.721,4.837354649,Middle East and N Africa
1994,Kyrgyz Republic,1.38,0.568,1.174734012,Eastern Europe
1994,Lao,0.058,0.423,0.240831892,Asia and Oceania
1994,Latvia,4.29,0.668,2.071231518,European Community
1994,Lebanon,4.27,,2.066397832,Middle East and N Africa
1994,Lesotho,0.967,0.489,0.983361582,Sub-Saharan Africa
1994,Liberia,0.155,,0.393700394,Sub-Saharan Africa
1994,Libya,9.09,0.705,3.014962686,Middle East and N Africa
1994,Liechtenstein,,,0,Western Europe exc EC
1994,Lithuania,4.76,0.696,2.181742423,European Community
1994,Luxembourg,25.3,0.803,5.029910536,European Community
1994,"Macedonia, FYR",5.28,,2.297825059,Eastern Europe
1994,Madagascar,0.0971,,0.311608729,Sub-Saharan Africa
1994,Malawi,0.0936,0.347,0.305941171,Sub-Saharan Africa
1994,Malaysia,4.7,0.675,2.167948339,Asia and Oceania
1994,Maldives,0.797,,0.892748565,Asia and Oceania
1994,Mali,0.0494,0.247,0.222261108,Sub-Saharan Africa
1994,Malta,6.42,0.754,2.533771892,European Community
1994,Mauritania,0.506,0.415,0.71133677,Sub-Saharan Africa
1994,Mauritius,1.46,0.643,1.208304597,Sub-Saharan Africa
1994,Mexico,3.82,0.668,1.954482029,North America
1994,"Micronesia, Fed. Sts.",0.968,,0.98386991,Asia and Oceania
1994,Moldova,2.77,0.596,1.664331698,Eastern Europe
1994,Mongolia,3.48,0.549,1.865475811,Asia and Oceania
1994,Montenegro,2.62,,1.618641406,Eastern Europe
1994,Morocco,1.11,0.485,1.053565375,Middle East and N Africa
1994,Mozambique,0.0699,0.222,0.264386081,Sub-Saharan Africa
1994,Myanmar,0.146,0.388,0.382099463,Asia and Oceania
1994,Namibia,0.986,0.59,0.992975327,Sub-Saharan Africa
1994,Nepal,0.0814,0.405,0.285306852,Asia and Oceania
1994,Netherlands,10.8,0.865,3.286335345,European Community
1994,New Zealand,7.36,0.845,2.712931993,Asia and Oceania
1994,Nicaragua,0.562,0.515,0.749666593,Latin America and Caribbean
1994,Niger,0.0846,0.226,0.290860791,Sub-Saharan Africa
1994,Nigeria,0.334,,0.577927331,Sub-Saharan Africa
1994,Norway,7.81,0.884,2.794637722,Western Europe exc EC
1994,Oman,7.12,,2.668332813,Middle East and N Africa
1994,Pakistan,0.708,0.423,0.841427359,Asia and Oceania
1994,Palau,14,,3.741657387,Asia and Oceania
1994,Palestine,0.387,,0.622093241,Asia and Oceania
1994,Panama,1.62,0.685,1.272792206,Latin America and Caribbean
1994,Papua New Guinea,0.457,0.39,0.676017751,Asia and Oceania
1994,Paraguay,0.738,0.6,0.859069264,Latin America and Caribbean
1994,Peru,0.986,0.632,0.992975327,Latin America and Caribbean
1994,Philippines,0.803,0.594,0.896102673,Asia and Oceania
1994,Poland,8.7,0.732,2.949576241,European Community
1994,Portugal,4.72,0.752,2.172556098,European Community
1994,Qatar,59.6,0.775,7.720103626,Middle East and N Africa
1994,Romania,5.15,0.68,2.269361144,European Community
1994,Russia,11.4,0.701,3.376388603,Eastern Europe
1994,Rwanda,0.0788,0.194,0.280713377,Sub-Saharan Africa
1994,Samoa,0.673,0.612,0.820365772,Asia and Oceania
1994,Sao Tome and Principe,0.385,0.468,0.620483682,Western Europe exc EC
1994,Saudi Arabia,16.8,0.718,4.098780306,Middle East and N Africa
1994,Senegal,0.458,0.365,0.676756973,Sub-Saharan Africa
1994,Serbia,3.73,0.688,1.931320792,Eastern Europe
1994,Seychelles,2.67,,1.634013464,Sub-Saharan Africa
1994,Sierra Leone,0.12,0.268,0.346410162,Sub-Saharan Africa
1994,Singapore,18.2,0.763,4.266145802,Asia and Oceania
1994,Slovak Republic,7.54,0.742,2.745906044,Eastern Europe
1994,Slovenia,6.68,0.775,2.584569597,European Community
1994,Solomon Islands,0.399,,0.631664468,Asia and Oceania
1994,South Africa,8.23,0.652,2.868797658,Sub-Saharan Africa
1994,South Korea,7.67,0.77,2.769476485,Asia and Oceania
1994,South Sudan,,,0,Middle East and N Africa
1994,Spain,5.87,0.792,2.422808288,European Community
1994,Sri Lanka,0.305,0.646,0.552268051,Asia and Oceania
1994,St. Kitts and Nevis,2.86,,1.691153453,Latin America and Caribbean
1994,St. Lucia,1.79,,1.337908816,Latin America and Caribbean
1994,St. Vincent and the Grenadines,1.12,,1.058300524,Latin America and Caribbean
1994,Sudan,0.178,0.358,0.421900462,Middle East and N Africa
1994,Suriname,4.68,,2.163330765,Latin America and Caribbean
1994,Swaziland,0.514,0.544,0.716937933,Sub-Saharan Africa
1994,Sweden,6.24,0.848,2.497999199,European Community
1994,Switzerland,5.94,0.842,2.437211521,Western Europe exc EC
1994,Syria,3.34,0.574,1.827566688,Middle East and N Africa
1994,Tajikistan,0.415,0.549,0.644204936,Eastern Europe
1994,Tanzania,0.0828,0.367,0.287749891,Sub-Saharan Africa
1994,Thailand,2.36,0.604,1.53622915,Asia and Oceania
1994,Timor-Leste,,,0,Asia and Oceania
1994,Togo,0.2,0.395,0.447213595,Sub-Saharan Africa
1994,Tonga,0.957,0.667,0.978263768,Asia and Oceania
1994,Trinidad and Tobago,13.9,0.677,3.728270376,Latin America and Caribbean
1994,Tunisia,1.78,0.6,1.334166406,European Community
1994,Turkey,2.72,0.596,1.64924225,Western Europe exc EC
1994,Turkmenistan,8.15,,2.854820485,Eastern Europe
1994,Uganda,0.0355,0.314,0.188414437,Sub-Saharan Africa
1994,Ukraine,8.64,0.668,2.939387691,Eastern Europe
1994,United Arab Emirates,31.4,0.756,5.60357029,Middle East and N Africa
1994,United Kingdom,9.46,0.826,3.0757113,European Community
1994,United States,19.4,0.874,4.404543109,North America
1994,Uruguay,1.27,0.709,1.126942767,Latin America and Caribbean
1994,Uzbekistan,4.85,,2.202271555,Eastern Europe
1994,Vanuatu,0.38,,0.6164414,Asia and Oceania
1994,Venezuela,5.98,0.654,2.445403852,Latin America and Caribbean
1994,Vietnam,0.355,0.519,0.595818764,Asia and Oceania
1994,Yemen,0.617,0.418,0.785493475,Middle East and N Africa
1994,Zambia,0.272,0.401,0.521536192,Sub-Saharan Africa
1994,Zimbabwe,1.6,0.475,1.264911064,Sub-Saharan Africa
1995,Afghanistan,0.0727,0.324,0.269629375,Asia and Oceania
1995,Albania,0.672,0.628,0.819756061,Eastern Europe
1995,Algeria,3.3,0.6,1.816590212,Middle East and N Africa
1995,Andorra,6.66,,2.58069758,Western Europe exc EC
1995,Angola,0.769,,0.876926451,Sub-Saharan Africa
1995,Antigua and Barbuda,3.74,,1.933907961,Asia and Oceania
1995,Argentina,3.66,0.731,1.913112647,Latin America and Caribbean
1995,Armenia,1.06,0.603,1.029563014,Eastern Europe
1995,Australia,15.6,0.885,3.949683532,Asia and Oceania
1995,Austria,7.48,0.816,2.734958866,European Community
1995,Azerbaijan,4.29,0.609,2.071231518,Eastern Europe
1995,Bahamas,6.01,,2.451530134,Latin America and Caribbean
1995,Bahrain,26.3,0.775,5.128352562,Middle East and N Africa
1995,Bangladesh,0.192,0.423,0.438178046,Asia and Oceania
1995,Barbados,3.13,0.729,1.769180601,Latin America and Caribbean
1995,Belarus,5.99,0.655,2.44744765,Eastern Europe
1995,Belgium,11,0.851,3.31662479,European Community
1995,Belize,1.82,0.662,1.349073756,Latin America and Caribbean
1995,Benin,0.225,0.371,0.474341649,Sub-Saharan Africa
1995,Bhutan,0.484,,0.695701085,Asia and Oceania
1995,Bolivia,1.3,0.571,1.140175425,Latin America and Caribbean
1995,Bosnia and Herzegovina,0.892,,0.944457516,Eastern Europe
1995,Botswana,1.94,0.58,1.392838828,Sub-Saharan Africa
1995,Brazil,1.59,0.649,1.260952021,Latin America and Caribbean
1995,Brunei,16.1,0.805,4.01248053,Asia and Oceania
1995,Bulgaria,6.92,0.702,2.630589288,European Community
1995,Burkina Faso,0.0621,,0.249198716,Sub-Saharan Africa
1995,Burundi,0.04,0.266,0.2,Sub-Saharan Africa
1995,Cambodia,0.146,0.379,0.382099463,Asia and Oceania
1995,Cameroon,0.314,0.436,0.560357029,Sub-Saharan Africa
1995,Canada,15.9,0.86,3.987480407,North America
1995,Cape Verde,0.311,,0.55767374,Sub-Saharan Africa
1995,Central African Republic,0.07,0.307,0.264575131,Sub-Saharan Africa
1995,Chad,0.0157,,0.125299641,Sub-Saharan Africa
1995,Chile,2.92,0.728,1.708800749,Latin America and Caribbean
1995,China,2.68,0.547,1.637070554,Asia and Oceania
1995,Colombia,1.59,0.626,1.260952021,Latin America and Caribbean
1995,Comoros,0.154,,0.392428337,Asia and Oceania
1995,"Congo, Dem. Rep.",0.051,0.331,0.225831796,Sub-Saharan Africa
1995,"Congo, Rep.",0.559,0.493,0.747663026,Sub-Saharan Africa
1995,Costa Rica,1.39,0.684,1.178982612,Latin America and Caribbean
1995,Cote d'Ivoire,0.455,0.388,0.674536878,Sub-Saharan Africa
1995,Croatia,3.68,0.695,1.918332609,European Community
1995,Cuba,2.36,0.654,1.53622915,Latin America and Caribbean
1995,Cyprus,6.29,0.784,2.507987241,European Community
1995,Czech Republic,12,0.785,3.464101615,European Community
1995,Denmark,10.9,0.83,3.301514804,European Community
1995,Djibouti,0.483,0.353,0.694982014,Sub-Saharan Africa
1995,Dominica,1.13,,1.063014581,Latin America and Caribbean
1995,Dominican Republic,2.01,0.628,1.417744688,Latin America and Caribbean
1995,Ecuador,2,0.662,1.414213562,Latin America and Caribbean
1995,Egypt,1.5,0.577,1.224744871,Middle East and N Africa
1995,El Salvador,0.896,0.577,0.946572765,Latin America and Caribbean
1995,Equatorial Guinea,0.254,,0.503984127,Sub-Saharan Africa
1995,Eritrea,0.303,,0.550454358,Sub-Saharan Africa
1995,Estonia,12.2,0.722,3.492849839,European Community
1995,Ethiopia,0.0447,,0.211423745,Sub-Saharan Africa
1995,Fiji,0.984,0.67,0.991967741,Asia and Oceania
1995,Finland,10.3,0.815,3.209361307,European Community
1995,France,6,0.825,2.449489743,European Community
1995,Gabon,4.26,0.634,2.063976744,Sub-Saharan Africa
1995,Gambia,0.186,0.351,0.431277173,Sub-Saharan Africa
1995,Georgia,0.459,,0.677495387,Eastern Europe
1995,Germany,10.6,0.834,3.255764119,European Community
1995,Ghana,0.315,0.473,0.561248608,Sub-Saharan Africa
1995,Greece,7.3,0.774,2.701851217,European Community
1995,Grenada,1.5,,1.224744871,Latin America and Caribbean
1995,Guatemala,0.688,0.507,0.829457654,Latin America and Caribbean
1995,Guinea,0.164,0.29,0.404969135,Sub-Saharan Africa
1995,Guinea-Bissau,0.161,,0.401248053,Sub-Saharan Africa
1995,Guyana,1.92,0.582,1.385640646,Latin America and Caribbean
1995,Haiti,0.115,0.417,0.339116499,Latin America and Caribbean
1995,Honduras,0.68,0.53,0.824621125,Latin America and Caribbean
1995,Hungary,5.83,0.741,2.414539294,European Community
1995,Iceland,7.28,0.82,2.698147513,Western Europe exc EC
1995,India,0.845,0.46,0.919238816,Asia and Oceania
1995,Indonesia,1.14,0.564,1.067707825,Asia and Oceania
1995,Iran,4.51,0.634,2.123676058,Middle East and N Africa
1995,Iraq,3.68,0.553,1.918332609,Middle East and N Africa
1995,Ireland,9.03,0.794,3.00499584,European Community
1995,Israel,9.58,0.817,3.095157508,Middle East and N Africa
1995,Italy,7.52,0.799,2.74226184,European Community
1995,Jamaica,3.62,0.671,1.902629759,Latin America and Caribbean
1995,Japan,9.36,0.838,3.059411708,Asia and Oceania
1995,Jordan,2.96,0.687,1.720465053,Middle East and N Africa
1995,Kazakhstan,10.5,0.665,3.240370349,Eastern Europe
1995,Kenya,0.276,0.459,0.525357021,Sub-Saharan Africa
1995,Kiribati,0.377,,0.614003257,Asia and Oceania
1995,Kuwait,34,0.747,5.830951895,Middle East and N Africa
1995,Kyrgyz Republic,0.992,0.562,0.995991968,Eastern Europe
1995,Lao,0.0718,0.425,0.26795522,Asia and Oceania
1995,Latvia,3.76,0.674,1.939071943,European Community
1995,Lebanon,4.48,,2.116601049,Middle East and N Africa
1995,Lesotho,0.97,0.483,0.98488578,Sub-Saharan Africa
1995,Liberia,0.157,,0.396232255,Sub-Saharan Africa
1995,Libya,9.3,0.709,3.049590136,Middle East and N Africa
1995,Liechtenstein,,,0,Western Europe exc EC
1995,Lithuania,4.47,0.702,2.114237451,European Community
1995,Luxembourg,20.4,0.808,4.516635916,European Community
1995,"Macedonia, FYR",5.47,,2.338803113,Eastern Europe
1995,Madagascar,0.0939,,0.306431069,Sub-Saharan Africa
1995,Malawi,0.0929,0.38,0.304795013,Sub-Saharan Africa
1995,Malaysia,5.91,0.683,2.431049156,Asia and Oceania
1995,Maldives,0.981,0.52,0.990454441,Asia and Oceania
1995,Mali,0.0489,0.252,0.221133444,Sub-Saharan Africa
1995,Malta,5.58,0.758,2.362202362,European Community
1995,Mauritania,0.462,0.422,0.679705819,Sub-Saharan Africa
1995,Mauritius,1.62,0.648,1.272792206,Sub-Saharan Africa
1995,Mexico,3.54,0.67,1.881488772,North America
1995,"Micronesia, Fed. Sts.",0.989,,0.994484791,Asia and Oceania
1995,Moldova,2.58,0.594,1.60623784,Eastern Europe
1995,Mongolia,3.45,0.554,1.857417562,Asia and Oceania
1995,Montenegro,2.76,,1.661324773,Eastern Europe
1995,Morocco,1.12,0.489,1.058300524,Middle East and N Africa
1995,Mozambique,0.0707,0.23,0.265894716,Sub-Saharan Africa
1995,Myanmar,0.161,0.393,0.401248053,Asia and Oceania
1995,Namibia,0.986,0.587,0.992975327,Sub-Saharan Africa
1995,Nepal,0.0951,0.41,0.308382879,Asia and Oceania
1995,Netherlands,11.5,0.863,3.391164992,European Community
1995,New Zealand,7.38,0.851,2.716615541,Asia and Oceania
1995,Nicaragua,0.603,0.524,0.776530746,Latin America and Caribbean
1995,Niger,0.0855,0.231,0.29240383,Sub-Saharan Africa
1995,Nigeria,0.332,,0.576194412,Sub-Saharan Africa
1995,Norway,7.66,0.883,2.767670501,Western Europe exc EC
1995,Oman,7.21,,2.685144316,Middle East and N Africa
1995,Pakistan,0.688,0.429,0.829457654,Asia and Oceania
1995,Palau,13.6,,3.687817783,Asia and Oceania
1995,Palestine,0.361,,0.600832755,Asia and Oceania
1995,Panama,1.09,0.691,1.044030651,Latin America and Caribbean
1995,Papua New Guinea,0.421,0.398,0.648845128,Asia and Oceania
1995,Paraguay,0.833,0.606,0.912688337,Latin America and Caribbean
1995,Peru,0.994,0.642,0.996995486,Latin America and Caribbean
1995,Philippines,0.869,0.597,0.932201695,Asia and Oceania
1995,Poland,8.95,0.738,2.99165506,European Community
1995,Portugal,5.11,0.759,2.260530911,European Community
1995,Qatar,61.9,0.783,7.867655305,Middle East and N Africa
1995,Romania,5.49,0.686,2.343074903,European Community
1995,Russia,11,0.7,3.31662479,Eastern Europe
1995,Rwanda,0.0779,0.23,0.279105715,Sub-Saharan Africa
1995,Samoa,0.69,0.619,0.830662386,Asia and Oceania
1995,Sao Tome and Principe,0.377,0.471,0.614003257,Western Europe exc EC
1995,Saudi Arabia,12.6,0.722,3.54964787,Middle East and N Africa
1995,Senegal,0.4,0.371,0.632455532,Sub-Saharan Africa
1995,Serbia,3.93,0.694,1.98242276,Eastern Europe
1995,Seychelles,2.58,,1.60623784,Sub-Saharan Africa
1995,Sierra Leone,0.0935,0.269,0.305777697,Sub-Saharan Africa
1995,Singapore,12.1,0.773,3.478505426,Asia and Oceania
1995,Slovak Republic,7.83,0.75,2.798213716,Eastern Europe
1995,Slovenia,7.23,0.782,2.688865932,European Community
1995,Solomon Islands,0.398,,0.630872412,Asia and Oceania
1995,South Africa,8.61,0.653,2.93428015,Sub-Saharan Africa
1995,South Korea,8.27,0.781,2.875760769,Asia and Oceania
1995,South Sudan,,,0,Middle East and N Africa
1995,Spain,6.06,0.801,2.461706725,European Community
1995,Sri Lanka,0.324,0.651,0.569209979,Asia and Oceania
1995,St. Kitts and Nevis,2.99,,1.729161647,Latin America and Caribbean
1995,St. Lucia,2.12,,1.456021978,Latin America and Caribbean
1995,St. Vincent and the Grenadines,1.19,,1.090871211,Latin America and Caribbean
1995,Sudan,0.178,0.365,0.421900462,Middle East and N Africa
1995,Suriname,4.65,,2.156385865,Latin America and Caribbean
1995,Swaziland,0.473,0.543,0.687749955,Sub-Saharan Africa
1995,Sweden,6.24,0.856,2.497999199,European Community
1995,Switzerland,5.59,0.846,2.364318084,Western Europe exc EC
1995,Syria,2.9,0.577,1.702938637,Middle East and N Africa
1995,Tajikistan,0.425,0.539,0.651920241,Eastern Europe
1995,Tanzania,0.119,0.368,0.344963766,Sub-Saharan Africa
1995,Thailand,2.71,0.611,1.646207763,Asia and Oceania
1995,Timor-Leste,,,0,Asia and Oceania
1995,Togo,0.223,0.408,0.472228758,Sub-Saharan Africa
1995,Tonga,0.992,0.671,0.995991968,Asia and Oceania
1995,Trinidad and Tobago,13.6,0.682,3.687817783,Latin America and Caribbean
1995,Tunisia,1.73,0.608,1.315294644,European Community
1995,Turkey,2.94,0.604,1.71464282,Western Europe exc EC
1995,Turkmenistan,8.08,,2.842534081,Eastern Europe
1995,Uganda,0.0457,0.32,0.213775583,Sub-Saharan Africa
1995,Ukraine,8.76,0.664,2.959729717,Eastern Europe
1995,United Arab Emirates,28.8,0.764,5.366563146,Middle East and N Africa
1995,United Kingdom,9.28,0.839,3.046309242,European Community
1995,United States,19.3,0.877,4.393176527,North America
1995,Uruguay,1.42,0.711,1.191637529,Latin America and Caribbean
1995,Uzbekistan,4.52,,2.126029163,Eastern Europe
1995,Vanuatu,0.392,,0.626099034,Asia and Oceania
1995,Venezuela,6.01,0.658,2.451530134,Latin America and Caribbean
1995,Vietnam,0.387,0.531,0.622093241,Asia and Oceania
1995,Yemen,0.683,0.421,0.82643814,Middle East and N Africa
1995,Zambia,0.238,0.405,0.487852437,Sub-Saharan Africa
1995,Zimbabwe,1.34,0.465,1.15758369,Sub-Saharan Africa
1996,Afghanistan,0.066,0.328,0.256904652,Asia and Oceania
1996,Albania,0.652,0.637,0.80746517,Eastern Europe
1996,Algeria,3.3,0.609,1.816590212,Middle East and N Africa
1996,Andorra,7.07,,2.65894716,Western Europe exc EC
1996,Angola,0.712,,0.843800924,Sub-Saharan Africa
1996,Antigua and Barbuda,3.88,,1.96977156,Asia and Oceania
1996,Argentina,3.81,0.738,1.95192213,Latin America and Caribbean
1996,Armenia,0.809,0.609,0.899444273,Eastern Europe
1996,Australia,16.5,0.888,4.062019202,Asia and Oceania
1996,Austria,7.88,0.819,2.80713377,European Community
1996,Azerbaijan,3.98,0.61,1.994993734,Eastern Europe
1996,Bahamas,5.88,,2.424871131,Latin America and Caribbean
1996,Bahrain,27,0.778,5.196152423,Middle East and N Africa
1996,Bangladesh,0.198,0.432,0.444971909,Asia and Oceania
1996,Barbados,3.2,0.733,1.788854382,Latin America and Caribbean
1996,Belarus,5.95,0.659,2.439262184,Eastern Europe
1996,Belgium,11.6,0.856,3.405877273,European Community
1996,Belize,1.44,0.659,1.2,Latin America and Caribbean
1996,Benin,0.208,0.375,0.45607017,Sub-Saharan Africa
1996,Bhutan,0.579,,0.760920495,Asia and Oceania
1996,Bolivia,1.27,0.577,1.126942767,Latin America and Caribbean
1996,Bosnia and Herzegovina,1.13,,1.063014581,Eastern Europe
1996,Botswana,1.72,0.575,1.311487705,Sub-Saharan Africa
1996,Brazil,1.73,0.656,1.315294644,Latin America and Caribbean
1996,Brunei,16,0.807,4,Asia and Oceania
1996,Bulgaria,6.82,0.702,2.611512971,European Community
1996,Burkina Faso,0.0682,,0.261151297,Sub-Saharan Africa
1996,Burundi,0.0401,0.262,0.200249844,Sub-Saharan Africa
1996,Cambodia,0.147,0.391,0.38340579,Asia and Oceania
1996,Cameroon,0.323,0.433,0.56833089,Sub-Saharan Africa
1996,Canada,16.2,0.863,4.024922359,North America
1996,Cape Verde,0.359,,0.599166087,Sub-Saharan Africa
1996,Central African Republic,0.0683,0.304,0.261342687,Sub-Saharan Africa
1996,Chad,0.0172,,0.13114877,Sub-Saharan Africa
1996,Chile,3.35,0.735,1.830300522,Latin America and Caribbean
1996,China,2.77,0.557,1.664331698,Asia and Oceania
1996,Colombia,1.59,0.635,1.260952021,Latin America and Caribbean
1996,Comoros,0.158,,0.397492138,Asia and Oceania
1996,"Congo, Dem. Rep.",0.0542,0.33,0.232808935,Sub-Saharan Africa
1996,"Congo, Rep.",0.596,0.49,0.772010363,Sub-Saharan Africa
1996,Costa Rica,1.32,0.687,1.148912529,Latin America and Caribbean
1996,Cote d'Ivoire,0.523,0.389,0.723187389,Sub-Saharan Africa
1996,Croatia,3.71,0.707,1.926136028,European Community
1996,Cuba,2.46,0.665,1.568438714,Latin America and Caribbean
1996,Cyprus,6.8,0.788,2.607680962,European Community
1996,Czech Republic,12.1,0.797,3.478505426,European Community
1996,Denmark,13.7,0.836,3.701351105,European Community
1996,Djibouti,0.484,0.351,0.695701085,Sub-Saharan Africa
1996,Dominica,1.03,,1.014889157,Latin America and Caribbean
1996,Dominican Republic,2.16,0.634,1.469693846,Latin America and Caribbean
1996,Ecuador,2.07,0.664,1.438749457,Latin America and Caribbean
1996,Egypt,1.57,0.585,1.252996409,Middle East and N Africa
1996,El Salvador,0.806,0.585,0.897775027,Latin America and Caribbean
1996,Equatorial Guinea,0.217,,0.465832588,Sub-Saharan Africa
1996,Eritrea,0.325,,0.570087713,Sub-Saharan Africa
1996,Estonia,12.9,0.733,3.591656999,European Community
1996,Ethiopia,0.0483,,0.21977261,Sub-Saharan Africa
1996,Fiji,1.05,0.675,1.024695077,Asia and Oceania
1996,Finland,11.9,0.822,3.449637662,European Community
1996,France,6.42,0.83,2.533771892,European Community
1996,Gabon,4.29,0.636,2.071231518,Sub-Saharan Africa
1996,Gambia,0.181,0.357,0.425440948,Sub-Saharan Africa
1996,Georgia,0.822,,0.906642157,Eastern Europe
1996,Germany,10.9,0.84,3.301514804,European Community
1996,Ghana,0.326,0.474,0.570964097,Sub-Saharan Africa
1996,Greece,7.37,0.777,2.714774392,European Community
1996,Grenada,1.53,,1.236931688,Latin America and Caribbean
1996,Guatemala,0.625,0.515,0.790569415,Latin America and Caribbean
1996,Guinea,0.168,0.294,0.409878031,Sub-Saharan Africa
1996,Guinea-Bissau,0.158,,0.397492138,Sub-Saharan Africa
1996,Guyana,1.99,0.592,1.410673598,Latin America and Caribbean
1996,Haiti,0.13,0.426,0.360555128,Latin America and Caribbean
1996,Honduras,0.675,0.536,0.821583836,Latin America and Caribbean
1996,Hungary,6.01,0.745,2.451530134,European Community
1996,Iceland,8.19,0.825,2.861817604,Western Europe exc EC
1996,India,0.901,0.468,0.949210198,Asia and Oceania
1996,Indonesia,1.27,0.577,1.126942767,Asia and Oceania
1996,Iran,4.48,0.642,2.116601049,Middle East and N Africa
1996,Iraq,3.33,0.572,1.824828759,Middle East and N Africa
1996,Ireland,9.49,0.801,3.08058436,European Community
1996,Israel,9.68,0.823,3.111269837,Middle East and N Africa
1996,Italy,7.44,0.805,2.727636339,European Community
1996,Jamaica,3.79,0.675,1.946792233,Latin America and Caribbean
1996,Japan,9.51,0.842,3.083828789,Asia and Oceania
1996,Jordan,3.01,0.689,1.734935157,Middle East and N Africa
1996,Kazakhstan,8.95,0.666,2.99165506,Eastern Europe
1996,Kenya,0.331,0.456,0.575325995,Sub-Saharan Africa
1996,Kiribati,0.418,,0.646529195,Asia and Oceania
1996,Kuwait,30.7,0.772,5.540758071,Middle East and N Africa
1996,Kyrgyz Republic,1.23,0.567,1.109053651,Eastern Europe
1996,Lao,0.0962,0.438,0.310161248,Asia and Oceania
1996,Latvia,3.69,0.68,1.920937271,European Community
1996,Lebanon,4.48,,2.116601049,Middle East and N Africa
1996,Lesotho,0.973,0.477,0.986407624,Sub-Saharan Africa
1996,Liberia,0.154,,0.392428337,Sub-Saharan Africa
1996,Libya,8.77,0.714,2.961418579,Middle East and N Africa
1996,Liechtenstein,,,0,Western Europe exc EC
1996,Lithuania,4.37,0.711,2.090454496,European Community
1996,Luxembourg,20.4,0.817,4.516635916,European Community
1996,"Macedonia, FYR",5.9,,2.42899156,Eastern Europe
1996,Madagascar,0.0981,,0.313209195,Sub-Saharan Africa
1996,Malawi,0.0903,0.368,0.300499584,Sub-Saharan Africa
1996,Malaysia,5.96,0.695,2.441311123,Asia and Oceania
1996,Maldives,1.12,0.533,1.058300524,Asia and Oceania
1996,Mali,0.0495,0.261,0.222485955,Sub-Saharan Africa
1996,Malta,5.84,0.762,2.416609195,European Community
1996,Mauritania,0.465,0.429,0.681909085,Sub-Saharan Africa
1996,Mauritius,1.71,0.651,1.307669683,Sub-Saharan Africa
1996,Mexico,3.62,0.676,1.902629759,North America
1996,"Micronesia, Fed. Sts.",0.982,,0.990959131,Asia and Oceania
1996,Moldova,2.67,0.591,1.634013464,Eastern Europe
1996,Mongolia,3.47,0.561,1.862793601,Asia and Oceania
1996,Montenegro,3.24,,1.8,Eastern Europe
1996,Morocco,1.14,0.499,1.067707825,Middle East and N Africa
1996,Mozambique,0.0641,0.254,0.253179778,Sub-Saharan Africa
1996,Myanmar,0.166,0.399,0.407430976,Asia and Oceania
1996,Namibia,1.02,0.581,1.009950494,Sub-Saharan Africa
1996,Nepal,0.114,0.419,0.33763886,Asia and Oceania
1996,Netherlands,11.9,0.867,3.449637662,European Community
1996,New Zealand,7.71,0.855,2.776688675,Asia and Oceania
1996,Nicaragua,0.612,0.535,0.782304289,Latin America and Caribbean
1996,Niger,0.0919,0.237,0.303150128,Sub-Saharan Africa
1996,Nigeria,0.358,,0.598331012,Sub-Saharan Africa
1996,Norway,7.59,0.888,2.754995463,Western Europe exc EC
1996,Oman,6.75,,2.598076211,Middle East and N Africa
1996,Pakistan,0.75,0.433,0.866025404,Asia and Oceania
1996,Palau,13.3,,3.646916506,Asia and Oceania
1996,Palestine,0.379,,0.615629759,Asia and Oceania
1996,Panama,1.65,0.695,1.284523258,Latin America and Caribbean
1996,Papua New Guinea,0.436,0.406,0.660302961,Asia and Oceania
1996,Paraguay,0.77,0.613,0.877496439,Latin America and Caribbean
1996,Peru,0.998,0.647,0.998999499,Latin America and Caribbean
1996,Philippines,0.87,0.605,0.932737905,Asia and Oceania
